job,number,place,pub_time,title
技术类,1,深圳,2019-04-28,WXG02-113 微信数据平台开发工程师（深圳）
技术类,1,深圳,2019-04-28,28601-微信支付智能硬件专家
产品/项目类,1,广州,2019-04-28,WXG03-212 小程序产品策划（广州）
内容编辑类,1,北京,2019-04-28,23673-短视频热点运营（北京）
设计类,1,深圳,2019-04-28,15611-资深2D角色设计师（深圳）
市场类,1,北京,2019-04-28,29311-智慧出行产业品牌经理（北京）
技术类,1,上海,2019-04-28,22989-腾讯云网络高级后台开发工程师（上海/北京）
产品/项目类,1,广州,2019-04-28,WXG01-212 微信高级产品策划经理（广州）
内容编辑类,2,北京,2019-04-28,29912-微视音乐内容运营
设计类,1,深圳,2019-04-28,15611-高级UnrealEngine技术美术（深圳）
设计类,1,深圳,2019-04-28,15611-资深3D动画设计师（深圳）
产品/项目类,1,深圳,2019-04-28,26699-智慧零售高级产品策划经理（深圳）
技术类,6,深圳,2019-04-28,21527-腾讯音乐PHP应用开发工程师（深圳）
产品/项目类,2,深圳,2019-04-28,21090-高级游戏策划（深圳）
产品/项目类,1,深圳,2019-04-28,26563-数据分析（深圳）
产品/项目类,1,深圳,2019-04-28,TME-全民K歌高级数据分析产品经理
产品/项目类,1,深圳,2019-04-28,30622-腾讯广告Q系流量商业化产品经理（深圳）
产品/项目类,2,深圳,2019-04-28,21089-高级运营经理
产品/项目类,1,北京,2019-04-28,15612-资深系统策划（北京）
技术类,1,深圳,2019-04-28,27092-用户增长后台开发工程师（深圳）
产品/项目类,1,深圳,2019-04-28,23671-企鹅号Howto品类产品运营（深圳）
技术类,1,深圳,2019-04-28,TEG06-高级运维工程师（深圳）
职能类,1,深圳,2019-04-28,15774-业务流程管理经理（深圳）
产品/项目类,1,北京,2019-04-28,15612-资深数值策划（北京）
产品/项目类,1,深圳,2019-04-28,30934-海外游戏数据运营资深经理
技术类,1,深圳,2019-04-28,TEG02-网络运维工程师
技术类,2,深圳,2019-04-28,22989-腾讯云资深运营开发工程师（深圳）
产品/项目类,1,北京,2019-04-28,15612-MMORPG剧情策划师（北京）
产品/项目类,1,深圳,2019-04-28,30934-海外游戏高级业务规划经理
技术类,2,深圳,2019-04-28,28481-高级前端开发工程师
产品/项目类,1,深圳,2019-04-28,30622-腾讯广告QQ系流量品牌类广告运营经理（深圳/上海）（深圳总部）
产品/项目类,1,深圳,2019-04-28,30934-商业化策划
职能类,1,深圳,2019-04-28,21530-腾讯音乐高级招聘经理(深圳)
产品/项目类,1,深圳,2019-04-28,30934-资深手游数据挖掘分析师
技术类,2,成都,2019-04-28,22989-腾讯云serverless运营开发工程师（成都）
技术类,1,北京,2019-04-28,22090-信息流推荐算法工程师（北京）
产品/项目类,1,深圳,2019-04-28,30622-腾讯广告QQ系流量效果类广告运营经理（深圳）
产品/项目类,1,深圳,2019-04-28,22989-数据产品专家/高级数据产品经理
技术类,2,深圳,2019-04-28,22989-腾讯云serverless运营开发工程师（深圳总部）
技术类,1,深圳,2019-04-28,22989-云计算规划架构师
技术类,2,深圳,2019-04-28,22989-云技术架构师
产品/项目类,1,深圳,2019-04-28,29777-金融资管行业产品经理（北上深）（深圳总部）
产品/项目类,1,上海,2019-04-28,29777-金融资管行业产品经理（北上深）（上海）
产品/项目类,1,深圳,2019-04-28,30934-资深日本社区运营
产品/项目类,1,深圳,2019-04-28,25663-泛互联网行业产品副组长（电商、生活互联方向）
技术类,2,深圳,2019-04-28,22989-服务器技术工程师
产品/项目类,1,北京,2019-04-28,29777-金融资管行业产品经理（北上深）（北京）
技术类,1,深圳,2019-04-28,18436-NLP算法研究员（深圳）
技术类,2,北京,2019-04-28,CSIG07-解决方案架构师（北京/深圳）（北京）
产品/项目类,1,深圳,2019-04-28,25663-泛互联网行业产品副组长（游戏、文创方向）
技术类,1,深圳,2019-04-28,29777-金融云资管行业售前架构师（北上深）（深圳总部）
技术类,1,上海,2019-04-28,29777-金融云资管行业售前架构师（北上深）（上海）
设计类,1,深圳,2019-04-28,21882-医疗资讯产品中心—高级交互设计师（深圳）
技术类,1,北京,2019-04-28,TME-全民K歌音频算法工程师（北京）
市场类,3,北京,2019-04-28,25664-商务运营高级经理（北京、上海、成都）
技术类,1,北京,2019-04-28,29777-金融云资管行业售前架构师（北上深）（北京）
产品/项目类,1,深圳,2019-04-28,15612-游戏制作人/主策划（深圳）
产品/项目类,1,北京,2019-04-28,23486-证券社区运营经理（北京）
职能类,1,香港,2019-04-28,18425-港澳及跨境金融事务高级经理
产品/项目类,1,深圳,2019-04-28,TEG06-企业内网安全产品经理（深圳）
市场类,1,深圳,2019-04-28,23295-互娱游戏数据营销经理（深圳）
技术类,2,深圳,2019-04-28,TEG11-深度学习研究员（深圳）
技术类,1,美国,2019-04-28,21557- Sr/Principle researcher on video coding standard
技术类,1,深圳,2019-04-28,22989-腾讯云网络规划工程师（深圳）
产品/项目类,1,深圳,2019-04-28,15605-动作RPG类游戏运营数据分析（深圳）
技术类,1,北京,2019-04-28,23675-后台开发（北京）
市场类,2,北京,2019-04-28,25667-渠道培训运营经理（北京、上海）
产品/项目类,1,深圳,2019-04-28,22989-腾讯云Serverless产品经理（深圳）
产品/项目类,1,深圳,2019-04-28,15605-动作RPG类手游商业化运营(深圳）
职能类,3,深圳,2019-04-28,21527-腾讯音乐高级内部审计师（深圳）
产品/项目类,1,深圳,2019-04-28,32272-腾讯视频TV产品经理（深圳）
市场类,1,深圳,2019-04-28,25667-区域渠道销售经理（深圳/北京/上海）
技术类,3,深圳,2019-04-28,18428-财付通平台组件测试工程师
职能类,1,香港,2019-04-28,HGJ-Senior Legal Counsel (AML Advisory)
技术类,2,深圳,2019-04-28,25925-数据挖掘工程师（深圳）
技术类,2,深圳,2019-04-28,27216-腾讯乘车码-客户端资深开发工程师
产品/项目类,1,深圳,2019-04-28,15569-魂斗罗高级美术项目管理（深圳）
职能类,1,香港,2019-04-28,HGJ-Legal Counsel (Technology Transactions)
技术类,1,北京,2019-04-28,22090-推荐架构工程师（北京）
技术类,2,深圳,2019-04-28,CSIG07-基础安全威胁情报分析师
技术类,1,深圳,2019-04-28,PCG04-测试leader（深圳）
市场类,1,北京,2019-04-28,AQ-安全品牌经理（北京）
技术类,2,深圳,2019-04-28,PCG04-测试开发高级工程师（深圳）
技术类,1,深圳,2019-04-28,28481-医疗应用开发高级工程师（深圳）
产品/项目类,1,深圳,2019-04-28,22989-腾讯云容器高级产品运营（深圳）
产品/项目类,2,深圳,2019-04-28,22989-腾讯云直播生态经理
技术类,1,深圳,2019-04-28,PCG04-短视频高级测试开发工程师（深圳）
技术类,1,上海,2019-04-28,15614-客户端高级工程师（上海）
技术类,2,深圳,2019-04-28,PCG09-信息流iOS高级开发工程师
产品/项目类,1,深圳,2019-04-28,22989-腾讯云容器高级产品经理（深圳）
产品/项目类,1,深圳,2019-04-28,28096-腾讯音乐商业化广告高级产品经理（深圳）
市场类,2,深圳,2019-04-28,AQ-安全品牌经理（深圳）
技术类,1,北京,2019-04-28,PCG04-腾讯新闻高级Android开发工程师（北京）
技术类,1,深圳,2019-04-28,PCG09-信息流Android开发工程师
市场类,1,北京,2019-04-28,30629-腾讯广告高级公关传播经理（KA业务传播）
产品/项目类,2,深圳,2019-04-28,CSIG02-腾讯云教育AI产品经理(北京/深圳)
产品/项目类,1,深圳,2019-04-28,30360-内容运营产品经理
技术类,1,北京,2019-04-28,CSIG07-云平台安全工程师（北京）
技术类,1,深圳,2019-04-28,27020-量子实验室后台开发工程师（深圳）
市场类,3,深圳,2019-04-28,25666-腾讯云能源行业大客户经理（北京/上海/广州/深圳）
市场类,1,香港,2019-04-28,28605-321 微信境外支付高级区域经理（香港）
技术类,1,深圳,2019-04-28,30359-高级服务器开发工程师
设计类,1,上海,2019-04-28,30633-腾讯广告合约广告前端UI工程师（上海）
职能类,1,深圳,2019-04-28,FWZ-诉讼律师（深圳）
技术类,1,上海,2019-04-28,25927-CMatrix后台高级开发工程师  
技术类,1,北京,2019-04-28,PCG04-腾讯新闻高级后台开发工程师（北京）
产品/项目类,1,深圳,2019-04-28,PCG10-浏览器阅读产品运营-信息流方向
市场类,1,深圳,2019-04-28,30629-腾讯广告高级公关传播经理（产品传播方向）
设计类,1,深圳,2019-04-28,28966-移动视觉设计师（深圳）
产品/项目类,1,北京,2019-04-28,24548-电视剧商业制片人
技术类,1,北京,2019-04-28,PCG04-测试开发工程师（北京）
技术类,1,北京,2019-04-28,32032-高级游戏玩法开发工程师（北京）
设计类,1,北京,2019-04-28,32032-资深场景关卡设计师（北京）
职能类,1,深圳,2019-04-28,29315-培训经理
技术类,1,深圳,2019-04-28,22989-腾讯云英文客服
技术类,1,深圳,2019-04-28,22989-腾讯云运营产品中心WEB前端开发工程师
技术类,1,北京,2019-04-28,32032-高级引擎图形开发工程师（北京）
市场类,2,深圳,2019-04-28,25667-渠道销售运营管理（深圳）
技术类,1,深圳,2019-04-28,TME-全民K歌图像开发工程师（Android/iOS）（深圳）
技术类,1,深圳,2019-04-28,"22989-Customer Service, Tencent Cloud"
技术类,1,深圳,2019-04-28,22989-腾讯云运营产品中心后台开发工程师
技术类,1,深圳,2019-04-28,PCG10-搜索C++后台开发高级工程师
技术类,1,北京,2019-04-28,CSIG16-地图众包Android客户端研发工程师
市场类,1,北京,2019-04-28,32271-腾讯视频VIP运营商渠道BD经理（北京）
产品/项目类,1,深圳,2019-04-28,PCG17-QQ手游高级产品策划（平台）（深圳）
技术类,1,深圳,2019-04-28,PCG10-搜索C++后台开发工程师
技术类,1,深圳,2019-04-28,PCG10-搜索Web开发高级工程师
产品/项目类,1,北京,2019-04-28,23671-企鹅号策略产品经理（相似度方向）-北京
产品/项目类,1,广州,2019-04-28,CSIG08-大数据产品经理
产品/项目类,1,深圳,2019-04-28,PCG17-QQ手游高级产品运营（平台）（深圳）
技术类,1,深圳,2019-04-28,TME-音频算法工程师（深圳）
产品/项目类,1,深圳,2019-04-28,21309-企鹅辅导高级产品策划经理（用户增长/付费转化方向）
产品/项目类,1,北京,2019-04-28,CSIG16-路况产品服务高级产品经理
市场类,1,深圳,2019-04-28,30630-腾讯广告商业分析（流量分析）（深圳/上海）
技术类,1,深圳,2019-04-28,22989-高级业务运维工程师（深圳）
技术类,2,深圳,2019-04-28,PCG14-用户增长-算法研发高级工程师（深圳）
产品/项目类,1,深圳,2019-04-28,21309-腾讯课堂-类目经理BD（深圳）
市场类,1,上海,2019-04-28,30630-腾讯广告商业分析（行业分析）（上海）
产品/项目类,1,广州,2019-04-28,25664-腾讯政务云产品策划经理（广州）
技术类,1,深圳,2019-04-28,31112-腾讯视频游戏中心后台开发
技术类,1,深圳,2019-04-28,31112-腾讯视频web前端开发工程师
市场类,1,北京,2019-04-28,32270-企鹅影视经纪人
市场类,1,深圳,2019-04-28,30630-腾讯广告商业分析（内容）（深圳/上海）
职能类,1,深圳,2019-04-28,21309-人力行政专员
技术类,1,深圳,2019-04-28,PCG04-高级前端工程师（深圳）
内容编辑类,1,北京,2019-04-28,23671-企鹅号政务拓展运营
技术类,1,深圳,2019-04-28,29912-微视移动端开发iOS
市场类,1,深圳,2019-04-28,30630-腾讯广告商业分析（行业分析）（深圳/北京）
产品/项目类,2,深圳,2019-04-28,PCG14-商业数据产品经理（深圳）
技术类,1,深圳,2019-04-28,24012-新手游后台开发工程师（深圳）
设计类,1,深圳,2019-04-28,24012-新手游3D特效设计师（深圳）
市场类,1,北京,2019-04-28,25666-腾讯云广电运营商客户经理（北京/上海/深圳/成都）
产品/项目类,1,深圳,2019-04-28,18402-ACT/ARPG手游商业化/本地化策划（深圳）
产品/项目类,1,北京,2019-04-28,30625-腾讯广告KA汽车行业经理
产品/项目类,2,深圳,2019-04-28,31458-信用卡高级产品运营经理
市场类,1,深圳,2019-04-28,WXG09-332 微信支付内容营销经理（深圳）
技术类,1,深圳,2019-04-28,TEG14-移动端C++开发工程师
技术类,1,深圳,2019-04-28,22989-域名与DNS高级运维工程师
市场类,1,北京,2019-04-28,30631-腾讯广告项目交付管理经理（商业分析方向）
产品/项目类,1,深圳,2019-04-28,26699-智慧零售生态运营经理（深圳）
技术类,1,深圳,2019-04-28,PCG10-浏览器搜索后台开发工程师
职能类,1,深圳,2019-04-28,PCG20-部门秘书（深圳）
产品/项目类,1,深圳,2019-04-28,23671-企鹅号策略产品经理（推荐方向）
职能类,1,广州,2019-04-28,WXG08-511 微信事业群部门秘书（广州）
设计类,1,上海,2019-04-28,32032-游戏主美术设计师（上海）
产品/项目类,1,深圳,2019-04-28,TME-QQ音乐活动运营（深圳）
产品/项目类,1,成都,2019-04-28,22989-大数据产品经理（成都）
技术类,2,北京,2019-04-28,23671-企鹅号视频内容分析高级算法工程师（北京）
市场类,6,深圳,2019-04-28,25666-交通行业销售（北京/上海/深圳）
设计类,1,成都,2019-04-28,15575-《圣斗士星矢》高级动画设计师（成都）
技术类,1,深圳,2019-04-28,TME-QQ音乐桌面端开发工程师（深圳）
市场类,3,深圳,2019-04-28,25666-腾讯云保险业KA销售（北京/上海/深圳） 
设计类,1,北京,2019-04-28,31677-腾讯地图用户研究员（北京）
市场类,4,深圳,2019-04-28,25666-腾讯云互联网金融KA销售（北京/上海/深圳）
市场类,5,深圳,2019-04-28,25666-华南区域政府行业销售（长沙/厦门/深圳/广州/南昌/海南）
市场类,4,深圳,2019-04-28,25666-华南区域泛互联网行业销售（深圳）
设计类,1,深圳,2019-04-28,31677-腾讯AI智能助手用户研究员（深圳）
技术类,3,北京,2019-04-28,CSIG07-高级售前工程师（北京）
市场类,5,深圳,2019-04-28,25666-腾讯云银行业KA销售（北京/上海/深圳）
市场类,4,深圳,2019-04-28,25666-华南区域传统行业销售（深圳）
技术类,2,北京,2019-04-28,29777-腾讯云工业行业方案架构师（北京/上海/成都）
技术类,1,北京,2019-04-28,22989-腾讯云弹性计算高级工程师（北京）
产品/项目类,1,深圳,2019-04-28,22989-腾讯云Serverless产品架构师（深圳）
产品/项目类,1,深圳,2019-04-28,29309-腾讯云生态内容运营经理（深圳）
产品/项目类,1,深圳,2019-04-28,PCG09-信息流数据分析产品经理
技术类,1,深圳,2019-04-28,22989-腾讯云弹性计算高级工程师（深圳总部）
市场类,2,上海,2019-04-28,25666-腾讯云华东区域销售（上海/河南/山东）
产品/项目类,1,深圳,2019-04-28,30359-数据高级产品经理
设计类,2,成都,2019-04-28,15575-《王者荣耀》资深技术美术（成都）
